PhD,Postdoctoral,Master,Germany,Canada,Australia,USA,Switzerland
"🇨🇭 PostDoc/PhD/Senior Scientist Positions, University of Lausanne, Switzerland 

- Cryo-EM Method Development
- Electron Microscopy
- Electron Tomography
- Image Processing
- Hardware Development
- EM Operation
- Online Data Processing

👨‍🏫 Dr. Henning Stahlberg

PostDoc, Senior Scientist and/or PhD position in Cryo-EM Method Development in Lausanne

We are looking for a PhD student, PostDoc, or Senior Scientist to join our team to support cryo-EM data collection, using conventional and novel approaches, including diffractive imaging.
The low signal-to-noise ratio in cryo-EM is limiting its performance. We explore diffractive electron imaging technologies such as Ptychography and other 4D STEM variants to improve resolution and contrast in cryo-EM.
For this, we develop novel approaches using a 300kV Titan Krios equipped with a cold-FEG, an RF cavity for GHz beam pulsing, a Cs probe corrector, the usual autoloader and Falcon4i, and followed by super-fast hybrid pixel electron detection.
Candidates should have experience in electron microscopy, electron tomography and/or image processing, and be open to support or participate in the development of new technologies at the level of hardware, EM operation, and online data processing.
information can be found at ",,,,,,"🇺🇸 PhD Position, University of Michigan, USA 

- Computer Science
- Hardware Security
- Formal Methods
- Computer Architecture
- Information Security

",
"🇨🇦 PhD/MSc Positions, University of British Columbia, Canada

☑️ Coastal ecosystem ecology and conservation

🏛 آذراپلای: مرجع تحصیل در خارج

🌐 ",,,,,,"🇺🇸 PhD Position, University of Utah, USA 

- Autonomous Systems
- Internet of Things (IoT)
- Cyber-Physical Systems (CPS)
- Robotics
- Neuroscience
- Industrial Control Systems
- Trustworthy Systems
- Engineering
- Computer Science
- Related Interdisciplinary Fields

",
"🇺🇲 MS/PhD/Postdoc Positions, University at Buffalo, US

☑️ hybridization/speciation, evolutionary genomics, or the avian microbiome


👩‍🏫 Dr. Marcella Baiz

I’m thrilled to announce I’ll be starting as an assistant prof in Biology at 
UBuffalo this fall! The Baiz Lab will focus on understanding the speciation process—from genes that underlie adaptation and reproductive isolation to the differentiation of host-associated microbiome!

I am recruiting graduate students, postdocs, and a research technician/lab manager. Please get in touch if you are interested in hybridization/speciation, evolutionary genomics, or the avian microbiome. See here for more information about the lab ",,,,,,"🇺🇸 PhD Position, University Florida, USA 

- Psychology
- Sociology
- Substance Use Research
- Public Health
- Sexual Health
- Behavioral Science
- Addiction Studies
- Social Psychology
- Health Psychology


👩‍🏫 Dr. Liana Hone:

More news! I'm recruiting a non-clinical PhD student to join the RIISCLab

You can find more info here: ",
"🇺🇲 PhD Positions, Drexel University, US

Digital engineering
Data-driven modeling
Model updating
Experimentation
Post-processing
Artificial Intelligence (AI)
Physics-based modeling
Non-physics based modeling
Engineering
Computer Science
Applied Mathematics
Computational Science
Mechanical Engineering

👨‍🏫 Dr. Antonios Kontsos:
(Professor of Mechanical Engineering at Drexel University)

I am looking to fill multiple PhD student positions in the area of digital engineering methods with emphasis on data-driven model updating. The positions involve experimentation, post-processing leveraging AI and cutting edge physics-based and non-physics based modeling. Interested candidates, email me (",,,,,,"🇺🇸 PhD/Postdoctoral Position, University of California Irvine, USA 

 • Electrical Engineering
 • Applied Physics
 • RF Circuit Design
 • Antenna Design
 • Applied Electromagnetics
 • Metamaterials

👨‍🏫 Dr. Hamid reza Aghasi

Our group at UC Irvine is looking for a postdoctoral researcher and two PhD students. 

Motivated candidates are encouraged to reach out to ",
"🇨🇦 PhD/Masters Position, Simon Fraser University, Canada

☑️ Neuroscience, Alzheimer's disease

👩‍🏫 Dr. Brianne Kent:

I am recruiting a graduate student (Masters or PhD) to study circadian rhythms in older adults and Alzheimer's disease. Flexible start date, before September 2024. Come join a collaborative and supportive team environment 

🏛 آذراپلای: مرجع تحصیل در خارج

🌐 ",,,,,,"🇺🇸 PhD Position, University of Florida, USA 

- Biomechanics
- Wearables Technology
- Machine Learning
- Musculoskeletal Modeling
- Mechatronics
- Gait Analysis
- Balance Control
- Biomedical Engineering
- Human Movement Science

 ",
"🇨🇦 PhD position, Lakehead University, Canada

☑️ Mechanical engineering

👨‍🏫 Dr. Muhammad Saif Ullah Khalid:
(Assistant Professor in Mechanical Engineering at Lakehead University)

A PhD Position Available in Computational Fluid-Structure 
Interactions for Fish Schooling Phenomena

Dear all,
A position for a PhD student, to be jointly supervised by myself and Dr. Ali Tarokh, is open for applications. The successful candidate will be placed in the Nature-Inspired Engineering Research Lab in the Department of Mechanical Engineering at Lakehead University. Please see the attachment for more details on the project and application process. 
Thanks for your consideration and attention!

🏛 آذراپلای: مرجع تحصیل در خارج

🌐 ",,,,,,"🇺🇸 PhD Position, University of Texas El Paso, USA 

- Resilient and sustainable infrastructure systems
- ﻿﻿Machine learning and Deep learning in smart cities
- ﻿﻿Cyber-physical systems for construction and infrastructure system
﻿﻿- Sensing technologies (e.g., drone, mobile app, and loT sensors) for smart cities

🏛 آذراپلای: مرجع تحصیل در خارج

🌐 ",
"🇺🇸 PhD/Postdoc/Research Positions, University of Minnesota, US

☑️ Microbiology, Genetics 

👨‍🏫 Dr. Amelia Lindsey:

I am recruiting! Looking to hire a postdoc & researcher this Fall, and PhD student to start Fall ’24.  If you love a mix of genomics, mol/cell bio, evolution, cool microbes, and/or reproduction please check these opportunities. More info can be found here ",,,,,,"🇺🇲 PhD Position, Yale University, USA 
 
- Linguistics 
- Artificial Intelligence 
- Cognitive Science 
- Large Language Models 
- Computer Science 
 
",
"🇺🇸 PhD Positions, University of Maryland, US

☑️ Chemical engineering 

👨‍🏫 Dr. Ozgur Capraz:

Exciting news! Our lab is moving to University of Maryland at Baltimore County, the Department of Chemical, Biochemical and Environmental Engineering this fall.  We are looking for motivated PhD students interested in batteries; please help spread word! 

",,,,,,"🇺🇸 PhD Position, University of Michigan, USA 

 • Computer-mediated sexual violence
 • Computer-mediated consent to data collection and processing
 • Computer-mediated consent to sex and other interpersonal activity
 • Consensual interaction with emerging technologies (XR, AI, social robots)

👨‍🏫 Dr. Douglas Zytko

I’m recruiting PhD students in human-centered design for Fall 2024 with interests in consent to computer-mediated communication. Interests may involve: sexual violence mitigation, consensual data collection, consensual interaction in XR, online dating, etc

",
"🇺🇸 PhD Position, NJIT, US

☑️ Solid mechanics, mathematics, physics

👩‍🏫 Dr. Fatemeh Ahmadpoor:

We have opening for a full-funded Ph.D. student, starting in Spring 2024. We welcome self-motivated students with backgrounds in solid mechanics, mathematics, physics or closely related fields with M.Sc. degree and strong background in theoretical modeling. The ideal candidate should have experience with continuum mechanics and numerical algorithms such as finite element method. If you are interested, please contact me at ",,,,,,"🇺🇸 PhD/Postdoctoral  Position, University of Oregon, USA 

☑️ Electrochemistry 

👨‍🏫 Dr. Gary Harlow

I'm currently searching for a PhD student (with a master's degree) and also a 2 year postdoc to work on a single crystal electrochemistry project, based at the University of Oregon. There will be opportunities for collaboration with faculty from UC Berkeley, Stanford, MIT, the University of Minnesota, Queens University Canada, and a number of other partners across Europe including national labs and synchrotrons. Oregon is a wonderful place to live and work with amazing nature. Experience  in python, data analysis, ultra-high vacuum, electrochemistry, x-ray diffraction, and synchrotrons would be a positive. Get in touch if you're interested or forward to someone that might be.

",
"🇺🇸 PhD/MSc Positions, Rutgers University, USA

☑️ environmental fluid mechanics, numerical modeling, data analytics, and civil and environmental engineering

👨‍🏫 Dr. Roger Wang

🌊 Join Our Dynamic Research Team - Multiple PhD/Master Students Wanted! 📢
Are you enthusiastic about environmental science and eager to explore the fascinating interplay between human activities and the environment?

The WHIRLab, a cutting-edge research laboratory in the Department of Civil and Environmental Engineering at Rutgers, the State University of New Jersey, is now recruiting talented and passionate PhD/Master students to contribute to our exciting ongoing projects and embark on three new research ventures. The projects will be related to tidal and Wave Energy Resources, Water Quality and Multiphase Flow Modeling to support Advanced Sensor Development, and understanding Ice Melting.  Qualification Requirements: Priority will be given to candidates with a background in environmental fluid mechanics, numerical modeling, data analytics, and civil and environmental engineering. Motivated applicants with programming skills in Python, C++, or MATLAB and/or modeling experience with coastal hydrodynamics and transport are highly encouraged. Strong communication skills, especially experience in scientific writing and presentation, are demanded.  At the WHIRLab, we take pride in our diverse range of ongoing research initiatives, including exploring 5G's influence on weather forecasting, using 5G and optical fiber sensing for urban weather monitoring, designing hydrokinetic turbines, studying offshore wind farms' impact on fishery, and employing remote sensing for methane and offshore wind energy assessments. Join a team of passionate researchers who collaborate at the forefront of environmental science and cutting-edge technologies. Expand your skills, contribute to real-world solutions, and forge connections with industry partners and leading academics in the field. Visit our website at ",,,,,,"🇺🇸 Postdoctoral Position, Arizona State University, USA 

- Civil engineering 
- Materials Science 
- Mechanical engineering 

👨‍🏫 Dr. Ravi Kiran:

My research lab has a Postdoc position in Sustainable Construction Materials. Prior experience in corrosion, cementitious materials, biobased materials, experimental methods, and data analysis is desirable but not necessary. Interested applicants should fill out this form: ",
